sample	accession	chrom_mean	chrom_median	global_mean	global_median	global_mode	norm_chrom_mean	norm_chrom_median	norm_global_mean	norm_global_median
ERS2541334	CP003820.1	37.3	37.0	37.51	37.0	36	1.04	1.03	1.04	1.03
ERS2541334	CP003821.1	41.24	36.0	37.51	37.0	36	1.15	1.0	1.04	1.03
ERS2541334	CP003822.1	37.92	38.0	37.51	37.0	36	1.05	1.06	1.04	1.03
ERS2541334	CP003823.1	36.57	37.0	37.51	37.0	36	1.02	1.03	1.04	1.03
ERS2541334	CP003824.1	37.68	38.0	37.51	37.0	36	1.05	1.06	1.04	1.03
ERS2541334	CP003825.1	37.21	37.0	37.51	37.0	36	1.03	1.03	1.04	1.03
ERS2541334	CP003826.1	37.17	37.0	37.51	37.0	36	1.03	1.03	1.04	1.03
ERS2541334	CP003827.1	36.33	37.0	37.51	37.0	36	1.01	1.03	1.04	1.03
ERS2541334	CP003828.1	36.71	37.0	37.51	37.0	36	1.02	1.03	1.04	1.03
ERS2541334	CP003829.1	37.79	38.0	37.51	37.0	36	1.05	1.06	1.04	1.03
ERS2541334	CP003830.1	36.57	37.0	37.51	37.0	36	1.02	1.03	1.04	1.03
ERS2541334	CP003831.1	38.0	37.0	37.51	37.0	36	1.06	1.03	1.04	1.03
ERS2541334	CP003832.1	37.25	37.0	37.51	37.0	36	1.03	1.03	1.04	1.03
ERS2541334	CP003833.2	36.34	36.0	37.51	37.0	36	1.01	1.0	1.04	1.03
ERS1142837	CP003820.1	60.81	59.0	59.88	59.0	59	1.03	1.0	1.01	1.0
ERS1142837	CP003821.1	72.43	58.0	59.88	59.0	59	1.23	0.98	1.01	1.0
ERS1142837	CP003822.1	58.79	59.0	59.88	59.0	59	1.0	1.0	1.01	1.0
ERS1142837	CP003823.1	57.81	58.0	59.88	59.0	59	0.98	0.98	1.01	1.0
ERS1142837	CP003824.1	58.5	59.0	59.88	59.0	59	0.99	1.0	1.01	1.0
ERS1142837	CP003825.1	58.64	59.0	59.88	59.0	59	0.99	1.0	1.01	1.0
ERS1142837	CP003826.1	58.23	59.0	59.88	59.0	59	0.99	1.0	1.01	1.0
ERS1142837	CP003827.1	58.74	60.0	59.88	59.0	59	1.0	1.02	1.01	1.0
ERS1142837	CP003828.1	58.86	59.0	59.88	59.0	59	1.0	1.0	1.01	1.0
ERS1142837	CP003829.1	58.8	59.0	59.88	59.0	59	1.0	1.0	1.01	1.0
ERS1142837	CP003830.1	57.77	59.0	59.88	59.0	59	0.98	1.0	1.01	1.0
ERS1142837	CP003831.1	59.55	59.0	59.88	59.0	59	1.01	1.0	1.01	1.0
ERS1142837	CP003832.1	56.93	58.0	59.88	59.0	59	0.96	0.98	1.01	1.0
ERS1142837	CP003833.2	57.61	58.0	59.88	59.0	59	0.98	0.98	1.01	1.0
ERS1142785	CP003820.1	54.96	53.0	54.18	53.0	52	1.06	1.02	1.04	1.02
ERS1142785	CP003821.1	66.28	52.0	54.18	53.0	52	1.27	1.0	1.04	1.02
ERS1142785	CP003822.1	52.97	53.0	54.18	53.0	52	1.02	1.02	1.04	1.02
ERS1142785	CP003823.1	52.0	52.0	54.18	53.0	52	1.0	1.0	1.04	1.02
ERS1142785	CP003824.1	52.79	53.0	54.18	53.0	52	1.02	1.02	1.04	1.02
ERS1142785	CP003825.1	52.19	52.0	54.18	53.0	52	1.0	1.0	1.04	1.02
ERS1142785	CP003826.1	52.87	53.0	54.18	53.0	52	1.02	1.02	1.04	1.02
ERS1142785	CP003827.1	52.34	53.0	54.18	53.0	52	1.01	1.02	1.04	1.02
ERS1142785	CP003828.1	53.99	53.0	54.18	53.0	52	1.04	1.02	1.04	1.02
ERS1142785	CP003829.1	53.65	53.0	54.18	53.0	52	1.03	1.02	1.04	1.02
ERS1142785	CP003830.1	52.32	52.0	54.18	53.0	52	1.01	1.0	1.04	1.02
ERS1142785	CP003831.1	53.29	53.0	54.18	53.0	52	1.02	1.02	1.04	1.02
ERS1142785	CP003832.1	52.32	53.0	54.18	53.0	52	1.01	1.02	1.04	1.02
ERS1142785	CP003833.2	52.53	53.0	54.18	53.0	52	1.01	1.02	1.04	1.02
ERS1142726	CP003820.1	34.16	33.0	37.18	36.0	35	0.98	0.94	1.06	1.03
ERS1142726	CP003821.1	40.53	34.0	37.18	36.0	35	1.16	0.97	1.06	1.03
ERS1142726	CP003822.1	36.1	36.0	37.18	36.0	35	1.03	1.03	1.06	1.03
ERS1142726	CP003823.1	38.08	38.0	37.18	36.0	35	1.09	1.09	1.06	1.03
ERS1142726	CP003824.1	35.31	35.0	37.18	36.0	35	1.01	1.0	1.06	1.03
ERS1142726	CP003825.1	36.86	37.0	37.18	36.0	35	1.05	1.06	1.06	1.03
ERS1142726	CP003826.1	36.8	36.0	37.18	36.0	35	1.05	1.03	1.06	1.03
ERS1142726	CP003827.1	37.47	37.0	37.18	36.0	35	1.07	1.06	1.06	1.03
ERS1142726	CP003828.1	38.54	38.0	37.18	36.0	35	1.1	1.09	1.06	1.03
ERS1142726	CP003829.1	38.67	38.0	37.18	36.0	35	1.1	1.09	1.06	1.03
ERS1142726	CP003830.1	36.0	36.0	37.18	36.0	35	1.03	1.03	1.06	1.03
ERS1142726	CP003831.1	40.8	39.0	37.18	36.0	35	1.17	1.11	1.06	1.03
ERS1142726	CP003832.1	39.57	39.0	37.18	36.0	35	1.13	1.11	1.06	1.03
ERS1142726	CP003833.2	37.58	37.0	37.18	36.0	35	1.07	1.06	1.06	1.03
ERS2540955	CP003820.1	32.43	32.0	34.09	33.0	33	0.98	0.97	1.03	1.0
ERS2540955	CP003821.1	39.06	32.0	34.09	33.0	33	1.18	0.97	1.03	1.0
ERS2540955	CP003822.1	33.64	33.0	34.09	33.0	33	1.02	1.0	1.03	1.0
ERS2540955	CP003823.1	34.09	34.0	34.09	33.0	33	1.03	1.03	1.03	1.0
ERS2540955	CP003824.1	33.62	33.0	34.09	33.0	33	1.02	1.0	1.03	1.0
ERS2540955	CP003825.1	33.44	33.0	34.09	33.0	33	1.01	1.0	1.03	1.0
ERS2540955	CP003826.1	34.13	34.0	34.09	33.0	33	1.03	1.03	1.03	1.0
ERS2540955	CP003827.1	33.18	33.0	34.09	33.0	33	1.01	1.0	1.03	1.0
ERS2540955	CP003828.1	34.79	34.0	34.09	33.0	33	1.05	1.03	1.03	1.0
ERS2540955	CP003829.1	33.89	34.0	34.09	33.0	33	1.03	1.03	1.03	1.0
ERS2540955	CP003830.1	33.03	33.0	34.09	33.0	33	1.0	1.0	1.03	1.0
ERS2540955	CP003831.1	35.63	35.0	34.09	33.0	33	1.08	1.06	1.03	1.0
ERS2540955	CP003832.1	33.95	34.0	34.09	33.0	33	1.03	1.03	1.03	1.0
ERS2540955	CP003833.2	33.47	33.0	34.09	33.0	33	1.01	1.0	1.03	1.0
ERS2541117	CP003820.1	31.47	30.0	31.88	31.0	30	1.05	1.0	1.06	1.03
ERS2541117	CP003821.1	35.54	29.0	31.88	31.0	30	1.18	0.97	1.06	1.03
ERS2541117	CP003822.1	31.51	31.0	31.88	31.0	30	1.05	1.03	1.06	1.03
ERS2541117	CP003823.1	31.08	31.0	31.88	31.0	30	1.04	1.03	1.06	1.03
ERS2541117	CP003824.1	31.31	31.0	31.88	31.0	30	1.04	1.03	1.06	1.03
ERS2541117	CP003825.1	31.31	31.0	31.88	31.0	30	1.04	1.03	1.06	1.03
ERS2541117	CP003826.1	31.5	31.0	31.88	31.0	30	1.05	1.03	1.06	1.03
ERS2541117	CP003827.1	31.22	31.0	31.88	31.0	30	1.04	1.03	1.06	1.03
ERS2541117	CP003828.1	31.46	31.0	31.88	31.0	30	1.05	1.03	1.06	1.03
ERS2541117	CP003829.1	32.05	32.0	31.88	31.0	30	1.07	1.07	1.06	1.03
ERS2541117	CP003830.1	30.15	30.0	31.88	31.0	30	1.0	1.0	1.06	1.03
ERS2541117	CP003831.1	37.12	33.0	31.88	31.0	30	1.24	1.1	1.06	1.03
ERS2541117	CP003832.1	31.66	32.0	31.88	31.0	30	1.06	1.07	1.06	1.03
ERS2541117	CP003833.2	30.59	30.0	31.88	31.0	30	1.02	1.0	1.06	1.03
ERS2540951	CP003820.1	61.28	60.0	36.95	33.0	31	1.98	1.94	1.19	1.06
ERS2540951	CP003821.1	38.17	30.0	36.95	33.0	31	1.23	0.97	1.19	1.06
ERS2540951	CP003822.1	32.27	32.0	36.95	33.0	31	1.04	1.03	1.19	1.06
ERS2540951	CP003823.1	32.15	32.0	36.95	33.0	31	1.04	1.03	1.19	1.06
ERS2540951	CP003824.1	31.4	31.0	36.95	33.0	31	1.01	1.0	1.19	1.06
ERS2540951	CP003825.1	32.09	32.0	36.95	33.0	31	1.04	1.03	1.19	1.06
ERS2540951	CP003826.1	32.98	32.0	36.95	33.0	31	1.06	1.03	1.19	1.06
ERS2540951	CP003827.1	31.71	32.0	36.95	33.0	31	1.02	1.03	1.19	1.06
ERS2540951	CP003828.1	36.92	34.0	36.95	33.0	31	1.19	1.1	1.19	1.06
ERS2540951	CP003829.1	34.14	33.0	36.95	33.0	31	1.1	1.06	1.19	1.06
ERS2540951	CP003830.1	31.59	31.0	36.95	33.0	31	1.02	1.0	1.19	1.06
ERS2540951	CP003831.1	38.7	34.0	36.95	33.0	31	1.25	1.1	1.19	1.06
ERS2540951	CP003832.1	34.3	34.0	36.95	33.0	31	1.11	1.1	1.19	1.06
ERS2540951	CP003833.2	33.71	33.0	36.95	33.0	31	1.09	1.06	1.19	1.06
ERS1142795	CP003820.1	39.65	39.0	44.51	44.0	43	0.92	0.91	1.04	1.02
ERS1142795	CP003821.1	50.02	40.0	44.51	44.0	43	1.16	0.93	1.04	1.02
ERS1142795	CP003822.1	43.55	42.0	44.51	44.0	43	1.01	0.98	1.04	1.02
ERS1142795	CP003823.1	46.48	47.0	44.51	44.0	43	1.08	1.09	1.04	1.02
ERS1142795	CP003824.1	42.04	42.0	44.51	44.0	43	0.98	0.98	1.04	1.02
ERS1142795	CP003825.1	44.33	44.0	44.51	44.0	43	1.03	1.02	1.04	1.02
ERS1142795	CP003826.1	43.77	44.0	44.51	44.0	43	1.02	1.02	1.04	1.02
ERS1142795	CP003827.1	44.03	44.0	44.51	44.0	43	1.02	1.02	1.04	1.02
ERS1142795	CP003828.1	45.79	46.0	44.51	44.0	43	1.06	1.07	1.04	1.02
ERS1142795	CP003829.1	43.98	44.0	44.51	44.0	43	1.02	1.02	1.04	1.02
ERS1142795	CP003830.1	41.87	42.0	44.51	44.0	43	0.97	0.98	1.04	1.02
ERS1142795	CP003831.1	51.3	50.0	44.51	44.0	43	1.19	1.16	1.04	1.02
ERS1142795	CP003832.1	49.87	50.0	44.51	44.0	43	1.16	1.16	1.04	1.02
ERS1142795	CP003833.2	46.61	47.0	44.51	44.0	43	1.08	1.09	1.04	1.02
ERS2541147	CP003820.1	54.82	53.0	53.61	52.0	51	1.07	1.04	1.05	1.02
ERS2541147	CP003821.1	58.62	50.0	53.61	52.0	51	1.15	0.98	1.05	1.02
ERS2541147	CP003822.1	54.6	54.0	53.61	52.0	51	1.07	1.06	1.05	1.02
ERS2541147	CP003823.1	50.69	51.0	53.61	52.0	51	0.99	1.0	1.05	1.02
ERS2541147	CP003824.1	54.62	54.0	53.61	52.0	51	1.07	1.06	1.05	1.02
ERS2541147	CP003825.1	52.3	52.0	53.61	52.0	51	1.03	1.02	1.05	1.02
ERS2541147	CP003826.1	52.31	52.0	53.61	52.0	51	1.03	1.02	1.05	1.02
ERS2541147	CP003827.1	53.04	53.0	53.61	52.0	51	1.04	1.04	1.05	1.02
ERS2541147	CP003828.1	52.8	52.0	53.61	52.0	51	1.04	1.02	1.05	1.02
ERS2541147	CP003829.1	54.65	53.0	53.61	52.0	51	1.07	1.04	1.05	1.02
ERS2541147	CP003830.1	51.64	51.0	53.61	52.0	51	1.01	1.0	1.05	1.02
ERS2541147	CP003831.1	53.08	52.0	53.61	52.0	51	1.04	1.02	1.05	1.02
ERS2541147	CP003832.1	52.11	53.0	53.61	52.0	51	1.02	1.04	1.05	1.02
ERS2541147	CP003833.2	51.35	51.0	53.61	52.0	51	1.01	1.0	1.05	1.02
ERS2541099	CP003820.1	31.25	31.0	31.1	30.0	30	1.04	1.03	1.04	1.0
ERS2541099	CP003821.1	34.38	29.0	31.1	30.0	30	1.15	0.97	1.04	1.0
ERS2541099	CP003822.1	30.97	31.0	31.1	30.0	30	1.03	1.03	1.04	1.0
ERS2541099	CP003823.1	30.46	31.0	31.1	30.0	30	1.02	1.03	1.04	1.0
ERS2541099	CP003824.1	30.5	30.0	31.1	30.0	30	1.02	1.0	1.04	1.0
ERS2541099	CP003825.1	30.75	31.0	31.1	30.0	30	1.02	1.03	1.04	1.0
ERS2541099	CP003826.1	30.83	30.0	31.1	30.0	30	1.03	1.0	1.04	1.0
ERS2541099	CP003827.1	30.63	31.0	31.1	30.0	30	1.02	1.03	1.04	1.0
ERS2541099	CP003828.1	30.59	30.0	31.1	30.0	30	1.02	1.0	1.04	1.0
ERS2541099	CP003829.1	31.32	31.0	31.1	30.0	30	1.04	1.03	1.04	1.0
ERS2541099	CP003830.1	29.9	30.0	31.1	30.0	30	1.0	1.0	1.04	1.0
ERS2541099	CP003831.1	33.65	31.0	31.1	30.0	30	1.12	1.03	1.04	1.0
ERS2541099	CP003832.1	30.19	31.0	31.1	30.0	30	1.01	1.03	1.04	1.0
ERS2541099	CP003833.2	29.84	30.0	31.1	30.0	30	0.99	1.0	1.04	1.0
ERS2541210	CP003820.1	35.73	36.0	35.59	35.0	35	1.02	1.03	1.02	1.0
ERS2541210	CP003821.1	40.51	35.0	35.59	35.0	35	1.16	1.0	1.02	1.0
ERS2541210	CP003822.1	35.99	36.0	35.59	35.0	35	1.03	1.03	1.02	1.0
ERS2541210	CP003823.1	34.05	34.0	35.59	35.0	35	0.97	0.97	1.02	1.0
ERS2541210	CP003824.1	36.02	36.0	35.59	35.0	35	1.03	1.03	1.02	1.0
ERS2541210	CP003825.1	35.2	35.0	35.59	35.0	35	1.01	1.0	1.02	1.0
ERS2541210	CP003826.1	34.97	35.0	35.59	35.0	35	1.0	1.0	1.02	1.0
ERS2541210	CP003827.1	34.77	35.0	35.59	35.0	35	0.99	1.0	1.02	1.0
ERS2541210	CP003828.1	34.7	35.0	35.59	35.0	35	0.99	1.0	1.02	1.0
ERS2541210	CP003829.1	35.15	35.0	35.59	35.0	35	1.0	1.0	1.02	1.0
ERS2541210	CP003830.1	34.58	35.0	35.59	35.0	35	0.99	1.0	1.02	1.0
ERS2541210	CP003831.1	35.18	35.0	35.59	35.0	35	1.01	1.0	1.02	1.0
ERS2541210	CP003832.1	34.83	35.0	35.59	35.0	35	1.0	1.0	1.02	1.0
ERS2541210	CP003833.2	33.87	34.0	35.59	35.0	35	0.97	0.97	1.02	1.0
ERS2541052	CP003820.1	55.56	55.0	55.95	55.0	54	1.03	1.02	1.04	1.02
ERS2541052	CP003821.1	67.27	55.0	55.95	55.0	54	1.25	1.02	1.04	1.02
ERS2541052	CP003822.1	55.89	56.0	55.95	55.0	54	1.03	1.04	1.04	1.02
ERS2541052	CP003823.1	54.08	55.0	55.95	55.0	54	1.0	1.02	1.04	1.02
ERS2541052	CP003824.1	55.61	56.0	55.95	55.0	54	1.03	1.04	1.04	1.02
ERS2541052	CP003825.1	54.34	54.0	55.95	55.0	54	1.01	1.0	1.04	1.02
ERS2541052	CP003826.1	55.29	55.0	55.95	55.0	54	1.02	1.02	1.04	1.02
ERS2541052	CP003827.1	54.52	55.0	55.95	55.0	54	1.01	1.02	1.04	1.02
ERS2541052	CP003828.1	55.06	55.0	55.95	55.0	54	1.02	1.02	1.04	1.02
ERS2541052	CP003829.1	54.77	55.0	55.95	55.0	54	1.01	1.02	1.04	1.02
ERS2541052	CP003830.1	53.82	54.0	55.95	55.0	54	1.0	1.0	1.04	1.02
ERS2541052	CP003831.1	56.39	55.0	55.95	55.0	54	1.04	1.02	1.04	1.02
ERS2541052	CP003832.1	53.72	54.0	55.95	55.0	54	0.99	1.0	1.04	1.02
ERS2541052	CP003833.2	52.93	53.0	55.95	55.0	54	0.98	0.98	1.04	1.02
ERS2541270	CP003820.1	30.4	29.0	31.3	30.0	30	1.01	0.97	1.04	1.0
ERS2541270	CP003821.1	31.92	27.0	31.3	30.0	30	1.06	0.9	1.04	1.0
ERS2541270	CP003822.1	30.92	31.0	31.3	30.0	30	1.03	1.03	1.04	1.0
ERS2541270	CP003823.1	31.33	31.0	31.3	30.0	30	1.04	1.03	1.04	1.0
ERS2541270	CP003824.1	29.26	29.0	31.3	30.0	30	0.98	0.97	1.04	1.0
ERS2541270	CP003825.1	30.65	31.0	31.3	30.0	30	1.02	1.03	1.04	1.0
ERS2541270	CP003826.1	31.84	31.0	31.3	30.0	30	1.06	1.03	1.04	1.0
ERS2541270	CP003827.1	31.24	31.0	31.3	30.0	30	1.04	1.03	1.04	1.0
ERS2541270	CP003828.1	32.55	32.0	31.3	30.0	30	1.08	1.07	1.04	1.0
ERS2541270	CP003829.1	33.22	33.0	31.3	30.0	30	1.11	1.1	1.04	1.0
ERS2541270	CP003830.1	29.88	30.0	31.3	30.0	30	1.0	1.0	1.04	1.0
ERS2541270	CP003831.1	34.31	33.0	31.3	30.0	30	1.14	1.1	1.04	1.0
ERS2541270	CP003832.1	32.6	33.0	31.3	30.0	30	1.09	1.1	1.04	1.0
ERS2541270	CP003833.2	32.36	32.0	31.3	30.0	30	1.08	1.07	1.04	1.0
ERS1142714	CP003820.1	38.8	39.0	41.74	41.0	41	0.95	0.95	1.02	1.0
ERS1142714	CP003821.1	48.17	39.0	41.74	41.0	41	1.17	0.95	1.02	1.0
ERS1142714	CP003822.1	40.74	41.0	41.74	41.0	41	0.99	1.0	1.02	1.0
ERS1142714	CP003823.1	41.07	41.0	41.74	41.0	41	1.0	1.0	1.02	1.0
ERS1142714	CP003824.1	40.69	40.0	41.74	41.0	41	0.99	0.98	1.02	1.0
ERS1142714	CP003825.1	40.75	41.0	41.74	41.0	41	0.99	1.0	1.02	1.0
ERS1142714	CP003826.1	41.32	41.0	41.74	41.0	41	1.01	1.0	1.02	1.0
ERS1142714	CP003827.1	41.51	42.0	41.74	41.0	41	1.01	1.02	1.02	1.0
ERS1142714	CP003828.1	42.5	42.0	41.74	41.0	41	1.04	1.02	1.02	1.0
ERS1142714	CP003829.1	42.39	43.0	41.74	41.0	41	1.03	1.05	1.02	1.0
ERS1142714	CP003830.1	39.94	40.0	41.74	41.0	41	0.97	0.98	1.02	1.0
ERS1142714	CP003831.1	45.01	45.0	41.74	41.0	41	1.1	1.1	1.02	1.0
ERS1142714	CP003832.1	43.08	44.0	41.74	41.0	41	1.05	1.07	1.02	1.0
ERS1142714	CP003833.2	42.23	42.0	41.74	41.0	41	1.03	1.02	1.02	1.0
ERS2541109	CP003820.1	33.47	33.0	33.93	33.0	33	1.01	1.0	1.03	1.0
ERS2541109	CP003821.1	38.88	31.0	33.93	33.0	33	1.18	0.94	1.03	1.0
ERS2541109	CP003822.1	33.78	34.0	33.93	33.0	33	1.02	1.03	1.03	1.0
ERS2541109	CP003823.1	33.36	34.0	33.93	33.0	33	1.01	1.03	1.03	1.0
ERS2541109	CP003824.1	33.15	33.0	33.93	33.0	33	1.0	1.0	1.03	1.0
ERS2541109	CP003825.1	33.59	34.0	33.93	33.0	33	1.02	1.03	1.03	1.0
ERS2541109	CP003826.1	33.39	33.0	33.93	33.0	33	1.01	1.0	1.03	1.0
ERS2541109	CP003827.1	33.45	34.0	33.93	33.0	33	1.01	1.03	1.03	1.0
ERS2541109	CP003828.1	33.33	33.0	33.93	33.0	33	1.01	1.0	1.03	1.0
ERS2541109	CP003829.1	34.03	34.0	33.93	33.0	33	1.03	1.03	1.03	1.0
ERS2541109	CP003830.1	32.8	33.0	33.93	33.0	33	0.99	1.0	1.03	1.0
ERS2541109	CP003831.1	35.31	35.0	33.93	33.0	33	1.07	1.06	1.03	1.0
ERS2541109	CP003832.1	33.19	34.0	33.93	33.0	33	1.01	1.03	1.03	1.0
ERS2541109	CP003833.2	32.97	33.0	33.93	33.0	33	1.0	1.0	1.03	1.0
ERS542546	CP003820.1	29.22	28.0	28.95	28.0	28	1.04	1.0	1.03	1.0
ERS542546	CP003821.1	34.78	29.0	28.95	28.0	28	1.24	1.04	1.03	1.0
ERS542546	CP003822.1	28.43	28.0	28.95	28.0	28	1.02	1.0	1.03	1.0
ERS542546	CP003823.1	28.13	28.0	28.95	28.0	28	1.0	1.0	1.03	1.0
ERS542546	CP003824.1	28.5	28.0	28.95	28.0	28	1.02	1.0	1.03	1.0
ERS542546	CP003825.1	28.25	28.0	28.95	28.0	28	1.01	1.0	1.03	1.0
ERS542546	CP003826.1	28.59	28.0	28.95	28.0	28	1.02	1.0	1.03	1.0
ERS542546	CP003827.1	28.25	28.0	28.95	28.0	28	1.01	1.0	1.03	1.0
ERS542546	CP003828.1	28.12	28.0	28.95	28.0	28	1.0	1.0	1.03	1.0
ERS542546	CP003829.1	27.99	28.0	28.95	28.0	28	1.0	1.0	1.03	1.0
ERS542546	CP003830.1	27.87	28.0	28.95	28.0	28	1.0	1.0	1.03	1.0
ERS542546	CP003831.1	29.52	28.0	28.95	28.0	28	1.05	1.0	1.03	1.0
ERS542546	CP003832.1	27.91	28.0	28.95	28.0	28	1.0	1.0	1.03	1.0
ERS542546	CP003833.2	27.87	28.0	28.95	28.0	28	1.0	1.0	1.03	1.0
ERS1142854	CP003820.1	43.16	42.0	44.93	44.0	43	1.0	0.98	1.04	1.02
ERS1142854	CP003821.1	50.63	40.0	44.93	44.0	43	1.18	0.93	1.04	1.02
ERS1142854	CP003822.1	43.64	43.0	44.93	44.0	43	1.01	1.0	1.04	1.02
ERS1142854	CP003823.1	45.03	45.0	44.93	44.0	43	1.05	1.05	1.04	1.02
ERS1142854	CP003824.1	42.59	43.0	44.93	44.0	43	0.99	1.0	1.04	1.02
ERS1142854	CP003825.1	44.02	44.0	44.93	44.0	43	1.02	1.02	1.04	1.02
ERS1142854	CP003826.1	44.64	44.0	44.93	44.0	43	1.04	1.02	1.04	1.02
ERS1142854	CP003827.1	44.81	45.0	44.93	44.0	43	1.04	1.05	1.04	1.02
ERS1142854	CP003828.1	45.77	45.0	44.93	44.0	43	1.06	1.05	1.04	1.02
